Product Name;Product Category;Product Sub-Category;Product Container;Product Base Margin
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms;Furniture;Chairs & Chairmats;Jumbo Drum;0.69
Verbatim DVD-RAM. 5.2GB. Rewritable. Type 1. DS;Technology;Computer Peripherals;Small Pack;0.5
Bush Westfield Collection Bookcases. Fully Assembled;Furniture;Bookcases;Jumbo Box;0.62
"Imation Primaris 3.5"" 2HD Unformatted Diskettes. 10/Pack";Technology;Computer Peripherals;Small Pack;0.72
Global Troy Executive Leather Low-Back Tilter;Furniture;Chairs & Chairmats;Jumbo Drum;0.6
Xerox 1881;Office Supplies;Paper;Small Box;0.38
Boston 19500 Mighty Mite Electric Pencil Sharpener;Office Supplies;Pens & Art Supplies;Small Pack;0.58
GBC DocuBind TL300 Electric Binding System;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Hon Deluxe Fabric Upholstered Stacking Chairs;Furniture;Chairs & Chairmats;Jumbo Drum;0.57
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table";Furniture;Tables;Jumbo Box;0.66
TOPS Voice Message Log Book. Flash Format;Office Supplies;Paper;Wrap Bag;0.36
Logitech Internet Navigator Keyboard;Technology;Computer Peripherals;Small Box;0.79
Eldon Image Series Desk Accessories. Clear;Furniture;Office Furnishings;Small Box;0.42
Newell 338;Office Supplies;Pens & Art Supplies;Wrap Bag;0.58
Plymouth Boxed Rubber Bands by Plymouth;Office Supplies;Rubber Bands;Wrap Bag;0.8
Accessory32;Technology;Telephones and Communication;Small Pack;0.35
Eaton Premium Continuous-Feed Paper. 25% Cotton. Letter Size. White. 1000 Shts/Box;Office Supplies;Paper;Small Box;0.37
SAFCO Folding Chair Trolley;Furniture;Chairs & Chairmats;Medium Box;
Newell 35;Office Supplies;Pens & Art Supplies;Wrap Bag;0.56
Fellowes Internet Keyboard. Platinum;Technology;Computer Peripherals;Small Box;0.74
"Rediform Wirebound ""Phone Memo"" Message Book. 11 x 5-3/4";Office Supplies;Paper;Wrap Bag;0.36
Bevis 36 x 72 Conference Tables;Furniture;Tables;Jumbo Box;0.63
Ibico EB-19 Dual Function Manual Binding System;Office Supplies;Binders and Binder Accessories;Small Box;0.39
"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book";Office Supplies;Paper;Wrap Bag;0.39
EcoTones Memo Sheets;Office Supplies;Paper;Wrap Bag;0.37
"Howard Miller 16"" Diameter Gallery Wall Clock";Furniture;Office Furnishings;Small Box;0.46
"Seth Thomas 13 1/2"" Wall Clock";Furniture;Office Furnishings;Small Box;0.54
"Bevis Round Bullnose 29"" High Table Top";Furniture;Tables;Jumbo Box;0.65
Deflect-o SuperTray Unbreakable Stackable Tray. Letter. Black;Furniture;Office Furnishings;Small Box;0.42
Panasonic All Digital Answering System with Caller ID*. KX-TM150B;Technology;Telephones and Communication;Medium Box;0.6
StarTAC 7797;Technology;Telephones and Communication;Small Box;0.55
T61;Technology;Telephones and Communication;Small Box;0.56
GBC DocuBind P100 Manual Binding Machine;Office Supplies;Binders and Binder Accessories;Small Box;0.4
80 Minute CD-R Spindle. 100/Pack - Staples;Technology;Computer Peripherals;Small Pack;0.54
Xerox 207;Office Supplies;Paper;Small Box;0.37
Boston 19500 Mighty Mite Electric Pencil Sharpener;Office Supplies;Pens & Art Supplies;Small Pack;0.58
GBC Linen Binding Covers;Office Supplies;Binders and Binder Accessories;Small Box;0.37
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";Office Supplies;Envelopes;Small Box;0.36
Xerox 210;Office Supplies;Paper;Small Box;0.37
Fellowes Internet Keyboard. Platinum;Technology;Computer Peripherals;Small Box;0.74
Ames Color-File Green Diamond Border X-ray Mailers;Office Supplies;Envelopes;Small Box;0.38
Quartet Alpha White Chalk. 12/Pack;Office Supplies;Pens & Art Supplies;Wrap Bag;0.38
Xerox 1982;Office Supplies;Paper;Small Box;0.39
Super Decoflex Portable Personal File;Office Supplies;Storage & Organization;Small Box;0.57
Array Parchment Paper. Assorted Colors;Office Supplies;Paper;Small Box;0.37
XtraLife ClearVue Slant-D Ring Binders by Cardinal;Office Supplies;Binders and Binder Accessories;Small Box;0.35
Memorex Slim 80 Minute CD-R. 10/Pack;Technology;Computer Peripherals;Small Pack;0.43
Staples 6 Outlet Surge;Office Supplies;Appliances;Small Box;0.58
Xerox 217;Office Supplies;Paper;Small Box;0.37
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop;Office Supplies;Pens & Art Supplies;Small Pack;0.56
Fellowes Officeware Wire Shelving;Office Supplies;Storage & Organization;Large Box;0.83
Eldon Expressions Desk Accessory. Wood Photo Frame. Mahogany;Furniture;Office Furnishings;Small Box;0.56
Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer;Technology;Office Machines;Jumbo Box;0.36
Maxell Pro 80 Minute CD-R. 10/Pack;Technology;Computer Peripherals;Small Pack;0.45
Xerox 1940;Office Supplies;Paper;Small Box;0.36
Euro Pro Shark Stick Mini Vacuum;Office Supplies;Appliances;Large Box;0.59
Memorex 80 Minute CD-R Spindle. 100/Pack;Technology;Computer Peripherals;Small Pack;0.44
CF 688;Technology;Telephones and Communication;Small Box;0.58
Eureka Sanitaire  Multi-Pro Heavy-Duty Upright. Disposable Bags;Office Supplies;Appliances;Small Box;0.59
Verbatim DVD-RAM. 9.4GB. Rewritable. Type 1. DS. DataLife Plus;Technology;Computer Peripherals;Small Pack;0.55
3M Polarizing Task Lamp with Clamp Arm. Light Gray;Furniture;Office Furnishings;Large Box;0.59
"Mead 1st Gear 2"" Zipper Binder. Asst. Colors";Office Supplies;Binders and Binder Accessories;Small Box;0.35
Blue String-Tie & Button Interoffice Envelopes. 10 x 13;Office Supplies;Envelopes;Small Box;0.4
3285;Technology;Telephones and Communication;Small Box;0.59
Quartet Alpha White Chalk. 12/Pack;Office Supplies;Pens & Art Supplies;Wrap Bag;0.38
Economy Rollaway Files;Office Supplies;Storage & Organization;Small Box;0.59
Avery Binder Labels;Office Supplies;Binders and Binder Accessories;Small Box;0.37
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;Furniture;Chairs & Chairmats;Jumbo Drum;0.64
Rubber Band Ball;Office Supplies;Rubber Bands;Wrap Bag;0.83
Avery 507;Office Supplies;Labels;Small Box;0.39
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;Furniture;Tables;Jumbo Box;0.71
6120;Technology;Telephones and Communication;Small Box;0.58
Staples 6 Outlet Surge;Office Supplies;Appliances;Small Box;0.58
Binder Posts;Office Supplies;Binders and Binder Accessories;Small Box;0.39
Advantus Push Pins;Office Supplies;Rubber Bands;Wrap Bag;0.44
Logitech Cordless Access Keyboard;Technology;Computer Peripherals;Small Box;0.51
Companion Letter/Legal File. Black;Office Supplies;Storage & Organization;Small Box;0.57
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";Office Supplies;Envelopes;Small Box;0.38
Xerox 1924;Office Supplies;Paper;Small Box;0.36
Accessory24;Technology;Telephones and Communication;Small Pack;0.59
Accessory32;Technology;Telephones and Communication;Small Pack;0.35
Vinyl Sectional Post Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.35
iDEN i95;Technology;Telephones and Communication;Small Box;0.59
Hon Deluxe Fabric Upholstered Stacking Chairs. Rounded Back;Furniture;Chairs & Chairmats;Jumbo Drum;0.55
Xerox 1932;Office Supplies;Paper;Small Box;0.38
4009 Highlighters by Sanford;Office Supplies;Pens & Art Supplies;Wrap Bag;0.52
Newell 310;Office Supplies;Pens & Art Supplies;Wrap Bag;0.56
Fellowes Staxonsteel Drawer Files;Office Supplies;Storage & Organization;Small Box;0.71
Binder Posts;Office Supplies;Binders and Binder Accessories;Small Box;0.39
Fellowes Strictly Business Drawer File. Letter/Legal Size;Office Supplies;Storage & Organization;Small Box;0.73
GBC Prepunched Paper. 19-Hole. for Binding Systems. 24-lb;Office Supplies;Binders and Binder Accessories;Small Box;0.39
Bevis Rectangular Conference Tables;Furniture;Tables;Jumbo Box;0.69
Xerox 1894;Office Supplies;Paper;Small Box;0.37
688;Technology;Telephones and Communication;Small Box;0.6
Accessory41;Technology;Telephones and Communication;Wrap Bag;0.38
80 Minute Slim Jewel Case CD-R . 10/Pack - Staples;Technology;Computer Peripherals;Small Pack;0.52
Hot File 7-Pocket. Floor Stand;Office Supplies;Storage & Organization;Small Box;0.55
StarTAC ST7762;Technology;Telephones and Communication;Small Box;0.57
Acme Design Stainless Steel Bent Scissors;Office Supplies;Scissors. Rulers and Trimmers;Small Pack;0.58
Bush Advantage Collection Racetrack Conference Table;Furniture;Tables;Jumbo Box;0.67
Imation DVD-RAM discs;Technology;Computer Peripherals;Small Pack;0.43
6340;Technology;Telephones and Communication;Small Box;0.58
Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac;Office Supplies;Appliances;Small Box;0.6
Avery 510;Office Supplies;Labels;Small Box;0.37
Dana Swing-Arm Lamps;Furniture;Office Furnishings;Large Box;0.6
Sanford EarthWrite Recycled Pencils. Medium Soft. #2;Office Supplies;Pens & Art Supplies;Wrap Bag;0.57
Staples Standard Envelopes;Office Supplies;Envelopes;Small Box;0.38
Global Troy Executive Leather Low-Back Tilter;Furniture;Chairs & Chairmats;Jumbo Drum;0.6
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";Furniture;Tables;Jumbo Box;0.66
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;Furniture;Chairs & Chairmats;Jumbo Drum;0.62
Multi-Use Personal File Cart and Caster Set. Three Stacking Bins;Office Supplies;Storage & Organization;Small Box;0.57
Southworth 25% Cotton Antique Laid Paper & Envelopes;Office Supplies;Paper;Small Box;0.4
Tennsco Lockers. Gray;Office Supplies;Storage & Organization;Jumbo Drum;0.78
Riverside Furniture Stanwyck Manor Table Series;Furniture;Tables;Jumbo Box;0.78
Belkin F9M820V08 8 Outlet Surge;Office Supplies;Appliances;Small Box;0.56
Office Star - Task Chair with Contemporary Loop Arms;Furniture;Chairs & Chairmats;Jumbo Drum;0.61
Binder Posts;Office Supplies;Binders and Binder Accessories;Small Box;0.39
Alliance Rubber Bands;Office Supplies;Rubber Bands;Wrap Bag;0.81
Xerox 1993;Office Supplies;Paper;Small Box;0.36
File Shuttle II and Handi-File. Black;Office Supplies;Storage & Organization;Small Box;0.6
Electrix Fluorescent Magnifier Lamps & Weighted Base;Furniture;Office Furnishings;Large Box;0.57
Logitech Cordless Elite Duo;Technology;Computer Peripherals;Small Box;0.4
6185;Technology;Telephones and Communication;Small Box;0.58
Eaton Premium Continuous-Feed Paper. 25% Cotton. Letter Size. White. 1000 Shts/Box;Office Supplies;Paper;Small Box;0.37
Electrix Architect's Clamp-On Swing Arm Lamp. Black;Furniture;Office Furnishings;Large Box;0.56
"Wilson Jones Hanging View Binder. White. 1""";Office Supplies;Binders and Binder Accessories;Small Box;0.39
Newell 339;Office Supplies;Pens & Art Supplies;Wrap Bag;0.59
Avery Flip-Chart Easel Binder. Black;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Xerox 197;Office Supplies;Paper;Small Box;0.4
Fellowes PB300 Plastic Comb Binding Machine;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Belkin 107-key enhanced keyboard. USB/PS/2 interface;Technology;Computer Peripherals;Small Box;0.79
Nu-Dell Leatherette Frames;Furniture;Office Furnishings;Small Pack;0.49
GBC DocuBind 300 Electric Binding Machine;Office Supplies;Binders and Binder Accessories;Small Box;0.37
"Black Print Carbonless Snap-Off Rapid Letter. 8 1/2"" x 7""";Office Supplies;Paper;Wrap Bag;0.4
Staples Bulk Pack Metal Binder Clips;Office Supplies;Rubber Bands;Wrap Bag;0.35
Xerox 1922;Office Supplies;Paper;Small Box;0.36
Xerox 1984;Office Supplies;Paper;Small Box;0.36
Eldon Base for stackable storage shelf. platinum;Office Supplies;Storage & Organization;Large Box;0.8
Fellowes Stor/Drawer Steel Plus Storage Drawers;Office Supplies;Storage & Organization;Small Box;0.79
Wilson Jones Impact Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.36
Accessory20;Technology;Telephones and Communication;Small Pack;0.37
Sauder Facets Collection Locker/File Cabinet. Sky Alder Finish;Office Supplies;Storage & Organization;Jumbo Drum;0.65
Ibico Presentation Index for Binding Systems;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Xerox 207;Office Supplies;Paper;Small Box;0.37
3M Polarizing Task Lamp with Clamp Arm. Light Gray;Furniture;Office Furnishings;Large Box;0.59
Okidata ML320 Series Turbo Dot Matrix Printers;Technology;Office Machines;Jumbo Box;0.56
80 Minute Slim Jewel Case CD-R . 10/Pack - Staples;Technology;Computer Peripherals;Small Pack;0.52
#10 White Business Envelopes.4 1/8 x 9 1/2;Office Supplies;Envelopes;Small Box;0.38
X-Rack File for Hanging Folders;Office Supplies;Storage & Organization;Small Box;0.59
Belkin 325VA UPS Surge Protector. 6';Office Supplies;Appliances;Small Box;0.6
Global Deluxe Stacking Chair. Gray;Furniture;Chairs & Chairmats;Jumbo Drum;0.56
"Maxell 3.5"" DS/HD IBM-Formatted Diskettes. 10/Pack";Technology;Computer Peripherals;Small Pack;0.66
Durable Pressboard Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Belkin 6 Outlet Metallic Surge Strip;Office Supplies;Appliances;Small Box;0.59
"Rediform Wirebound ""Phone Memo"" Message Book. 11 x 5-3/4";Office Supplies;Paper;Wrap Bag;0.36
Xerox 1948;Office Supplies;Paper;Small Box;0.4
Ibico Recycled Linen-Style Covers;Office Supplies;Binders and Binder Accessories;Small Box;0.37
Vinyl Sectional Post Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.35
GBC Standard Plastic Binding Systems Combs;Office Supplies;Binders and Binder Accessories;Small Box;0.36
Keytronic Designer 104- Key Black Keyboard;Technology;Computer Peripherals;Small Box;0.77
DAX Natural Wood-Tone Poster Frame;Furniture;Office Furnishings;Small Box;0.49
Tenex B1-RE Series Chair Mats for Low Pile Carpets;Furniture;Office Furnishings;Wrap Bag;0.68
Xerox 1932;Office Supplies;Paper;Small Box;0.38
Holmes Odor Grabber;Office Supplies;Appliances;Medium Box;0.52
Microsoft Natural Keyboard Elite;Technology;Computer Peripherals;Small Box;0.7
Round Specialty Laser Printer Labels;Office Supplies;Labels;Small Box;0.38
Array Memo Cubes;Office Supplies;Paper;Wrap Bag;0.36
Multimedia Mailers;Office Supplies;Envelopes;Small Box;0.39
9-3/4 Diameter Round Wall Clock;Furniture;Office Furnishings;Small Box;0.43
Accessory39;Technology;Telephones and Communication;Small Pack;0.81
600 Series Non-Flip;Technology;Telephones and Communication;Small Box;0.57
"Manila Recycled Extra-Heavyweight Clasp Envelopes. 6"" x 9""";Office Supplies;Envelopes;Small Box;0.36
"Staples Pen Style Liquid Stix; Assorted (yellow. pink. green. blue. orange). 5/Pack";Office Supplies;Pens & Art Supplies;Wrap Bag;0.4
Hon Olson Stacker Stools;Furniture;Chairs & Chairmats;Large Box;0.57
Wilson Jones Impact Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.36
"It's Hot Message Books with Stickers. 2 3/4"" x 5""";Office Supplies;Paper;Wrap Bag;0.4
Avery 501;Office Supplies;Labels;Small Box;0.38
Newell 336;Office Supplies;Pens & Art Supplies;Wrap Bag;0.56
Xerox 188;Office Supplies;Paper;Small Box;0.36
Eldon Image Series Desk Accessories. Burgundy;Furniture;Office Furnishings;Small Box;0.49
Accessory24;Technology;Telephones and Communication;Small Pack;0.59
Accessory27;Technology;Telephones and Communication;Small Box;0.85
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;Furniture;Chairs & Chairmats;Jumbo Drum;0.62
Microsoft Internet Keyboard;Technology;Computer Peripherals;Small Box;0.78
Logitech Cordless Navigator Duo;Technology;Computer Peripherals;Small Box;0.48
Xerox 1917;Office Supplies;Paper;Small Box;0.38
Heavy-Duty E-Z-D Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Eldon 500 Class Desk Accessories;Furniture;Office Furnishings;Wrap Bag;0.52
DS/HD IBM Formatted Diskettes. 10/Pack - Staples;Technology;Computer Peripherals;Small Pack;0.64
Targus USB Numeric Keypad;Technology;Computer Peripherals;Small Box;0.74
12 Colored Short Pencils;Office Supplies;Pens & Art Supplies;Wrap Bag;0.58
Global Leather and Oak Executive Chair. Black;Furniture;Chairs & Chairmats;Jumbo Drum;0.56
Large Capacity Hanging Post Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.39
Wausau Papers Astrobrights Colored Envelopes;Office Supplies;Envelopes;Small Box;0.36
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;Furniture;Office Furnishings;Medium Box;0.74
Xerox 1947;Office Supplies;Paper;Small Box;0.4
Sauder Camden County Collection Libraries. Planked Cherry Finish;Furniture;Bookcases;Jumbo Box;0.76
DAX Two-Tone Rosewood/Black Document Frame. Desktop. 5 x 7;Furniture;Office Furnishings;Small Pack;0.45
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags;Office Supplies;Appliances;Small Box;0.58
Honeywell Quietcare HEPA Air Cleaner;Office Supplies;Appliances;Medium Box;0.52
Acme Elite Stainless Steel Scissors;Office Supplies;Scissors. Rulers and Trimmers;Small Pack;0.59
Xerox 1935;Office Supplies;Paper;Small Box;0.39
Avery Hi-Liter GlideStik Fluorescent Highlighter. Yellow Ink;Office Supplies;Pens & Art Supplies;Wrap Bag;0.41
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement";Furniture;Office Furnishings;Small Pack;0.41
Rogers Handheld Barrel Pencil Sharpener;Office Supplies;Pens & Art Supplies;Small Pack;0.58
"Telephone Message Books with Fax/Mobile Section. 4 1/4"" x 6""";Office Supplies;Paper;Wrap Bag;0.39
Sauder Camden County Barrister Bookcase. Planked Cherry Finish;Furniture;Bookcases;Jumbo Box;0.71
Xerox 1907;Office Supplies;Paper;Small Box;0.38
Letter Slitter;Office Supplies;Scissors. Rulers and Trimmers;Wrap Bag;0.82
Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac;Office Supplies;Appliances;Small Box;0.6
Sharp EL501VB Scientific Calculator. Battery Operated. 10-Digit Display. Hard Case;Technology;Office Machines;Medium Box;0.39
Avery 511;Office Supplies;Labels;Small Box;0.37
DAX Charcoal/Nickel-Tone Document Frame. 5 x 7;Furniture;Office Furnishings;Small Pack;0.4
KI Conference Tables;Furniture;Tables;Jumbo Box;0.69
